2024-05-17_00-01-03,./templates/recordings/kphl_final/2024-05-17_00-01-03.mp3,.
2024-05-17_00-02-28,./templates/recordings/kphl_final/2024-05-17_00-02-28.mp3," P37, Cessna 1 8 25"
2024-05-17_00-16-46,./templates/recordings/kphl_final/2024-05-17_00-16-46.mp3," 219 T, we depart your air contact on 1912T."
2024-05-17_00-17-11,./templates/recordings/kphl_final/2024-05-17_00-17-11.mp3," Like 9 or 9, follow us for a dish."
2024-05-17_00-20-48,./templates/recordings/kphl_final/2024-05-17_00-20-48.mp3," See you in 750 at the center now, so stand by."
2024-05-17_00-21-05,./templates/recordings/kphl_final/2024-05-17_00-21-05.mp3," Remember I not, thanks a lot, you can contact your center now on 125.32, I'll have some for you."
2024-05-17_00-32-03,./templates/recordings/kphl_final/2024-05-17_00-32-03.mp3," 31, 50 C, C, C, C, C, expect the out of Z, 9, right, delta current."
2024-05-17_00-33-38,./templates/recordings/kphl_final/2024-05-17_00-33-38.mp3," 31, 50s, 118, 4s, yeah"
2024-05-17_00-36-58,./templates/recordings/kphl_final/2024-05-17_00-36-58.mp3," 31, 60 turn 20 degrees, right of the budget is filed and 18 is re-zapped."
2024-05-17_00-38-38,./templates/recordings/kphl_final/2024-05-17_00-38-38.mp3," Cleared 31, 50 fly in at 34 is your..."
2024-05-17_00-38-44,./templates/recordings/kphl_final/2024-05-17_00-38-44.mp3," 300 T, speed is here, distress."
2024-05-17_00-39-30,./templates/recordings/kphl_final/2024-05-17_00-39-30.mp3," Sre, 31, 54, 3, 4, 0"
2024-05-17_00-40-34,./templates/recordings/kphl_final/2024-05-17_00-40-34.mp3," 31, 6 miles in C, you can turn right 8 0, 6 0, join the local option, maintain 2,000, close the aisle, Z 9 right."
2024-05-17_00-42-03,./templates/recordings/kphl_final/2024-05-17_00-42-03.mp3," 3350, contact tower 125"
2024-05-17_00-45-37,./templates/recordings/kphl_final/2024-05-17_00-45-37.mp3," C24H, follow C24H, call number 2987"
2024-05-17_00-49-53,./templates/recordings/kphl_final/2024-05-17_00-49-53.mp3," 791, truly approach out number C9 or 87, Cessna via the J4 ride where you can delete any speed research and make a monopoly factor for your own."
2024-05-17_00-50-46,./templates/recordings/kphl_final/2024-05-17_00-50-46.mp3," I'm like 1J, go back to YF, report that the M Now I son."
2024-05-17_00-55-16,./templates/recordings/kphl_final/2024-05-17_00-55-16.mp3," Slend back 0, call back J, the San V, the J 4 out."
2024-05-17_00-55-24,./templates/recordings/kphl_final/2024-05-17_00-55-24.mp3," Last quest 791, contact near for first 12818."
2024-05-17_00-59-45,./templates/recordings/kphl_final/2024-05-17_00-59-45.mp3," Cessna back 0, Cessna back 0, contact New York approach shown, 168.8."
2024-05-17_01-02-21,./templates/recordings/kphl_final/2024-05-17_01-02-21.mp3," 61 7 star Goxley approach, Cessna L2 9 86 advise the weather and what approach you're looking for."
2024-05-17_01-02-33,./templates/recordings/kphl_final/2024-05-17_01-02-33.mp3," 7box.Goth light heading 320, vector definitel for the outer 6."
2024-05-17_01-02-59,./templates/recordings/kphl_final/2024-05-17_01-02-59.mp3," Cessna C0, have you seen the 4th ready contact, Cessna may contain 10, turn on low pressure down."
2024-05-17_01-03-15,./templates/recordings/kphl_final/2024-05-17_01-03-15.mp3," Some VACs are got, 10 and 8, 3 down."
2024-05-17_01-04-06,./templates/recordings/kphl_final/2024-05-17_01-04-06.mp3," Let's do 2830, quickly approach, expect Y Z 9 right, just in 23, 6 down."
2024-05-17_01-04-34,./templates/recordings/kphl_final/2024-05-17_01-04-34.mp3," Cessna 1104, fly to Barcad Reverfant, line 1812. Line 1812."
2024-05-17_01-04-41,./templates/recordings/kphl_final/2024-05-17_01-04-41.mp3," Some fox sock off, 20 reason left."
2024-05-17_01-04-54,./templates/recordings/kphl_final/2024-05-17_01-04-54.mp3," Cessna 1308A, 191212, now."
2024-05-17_01-05-09,./templates/recordings/kphl_final/2024-05-17_01-05-09.mp3," Okay, 1134, direct bit."
2024-05-17_01-05-52,./templates/recordings/kphl_final/2024-05-17_01-05-52.mp3," CFS 1308M, you can't back near Cessna 1 3 2.2"
2024-05-17_01-05-59,./templates/recordings/kphl_final/2024-05-17_01-05-59.mp3," 617, Fox Star Got, 782."
2024-05-17_01-06-09,./templates/recordings/kphl_final/2024-05-17_01-06-09.mp3," Cessna 74HZ, departure back on AT-1, 2.0"
2024-05-17_01-06-21,./templates/recordings/kphl_final/2024-05-17_01-06-21.mp3," CCS 1274, have you turned right back TV?"
2024-05-17_01-06-57,./templates/recordings/kphl_final/2024-05-17_01-06-57.mp3," Just 1134, contact the New York Center, on 125.32."
2024-05-17_01-07-20,./templates/recordings/kphl_final/2024-05-17_01-07-20.mp3," VB248, contact Sonoma approach, M19.7"
2024-05-17_01-07-28,./templates/recordings/kphl_final/2024-05-17_01-07-28.mp3," 617, Box.Goss, everybody needs 030, it is unlocalized."
2024-05-17_01-07-37,./templates/recordings/kphl_final/2024-05-17_01-07-37.mp3," 102836, star present at 8, vector to fly, 718 is 3, 7."
2024-05-17_01-08-08,./templates/recordings/kphl_final/2024-05-17_01-08-08.mp3," Cessna 7PZ got 4 miles from KK, May you change 2000, Z Z is for V I was from Y."
2024-05-17_01-09-01,./templates/recordings/kphl_final/2024-05-17_01-09-01.mp3," 61757, N, N, N, N, you're in the airport, you're radar service, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N"
2024-05-17_01-09-07,./templates/recordings/kphl_final/2024-05-17_01-09-07.mp3, Rogers
2024-05-17_01-09-18,./templates/recordings/kphl_final/2024-05-17_01-09-18.mp3," I just wait until the star fades out, I'll Z."
2024-05-17_01-09-32,./templates/recordings/kphl_final/2024-05-17_01-09-32.mp3," You can sell 34 everything in contact, a wash in Cessna N1 27.7"
2024-05-17_01-09-42,./templates/recordings/kphl_final/2024-05-17_01-09-42.mp3," 8G 248, Diamond approach 119.7"
2024-05-17_01-10-07,./templates/recordings/kphl_final/2024-05-17_01-10-07.mp3," 9300, Cessna 288."
2024-05-17_01-11-02,./templates/recordings/kphl_final/2024-05-17_01-11-02.mp3," Cessna 2836Z, 0 down at low close"
2024-05-17_01-11-23,./templates/recordings/kphl_final/2024-05-17_01-11-23.mp3," Thank you very much for 22836 about 7 miles from C of 19 2,000 C, 3, 09 right"
2024-05-17_01-12-18,./templates/recordings/kphl_final/2024-05-17_01-12-18.mp3," CPS 76C, sorry, this is Barcheroir, contact climb 18H1, 2000, and your procedure egg just."
